date,years,spread_bp
2021-11-02,10.0,91.779
2021-11-03,3.0,30.708
2021-11-03,5.0,50.878
2021-11-03,7.0,70.046
2021-11-03,10.0,90.767
2021-11-04,3.0,29.97
2021-11-04,5.0,50.353
2021-11-04,7.0,69.389
2021-11-04,10.0,90.02
2021-11-05,3.0,29.049
2021-11-05,5.0,49.411
2021-11-05,7.0,68.423
2021-11-05,10.0,89.108
2021-11-08,3.0,28.961
2021-11-08,5.0,49.468
2021-11-08,7.0,68.5
2021-11-08,10.0,89.023
2021-11-09,3.0,29.452
2021-11-09,5.0,50.146
2021-11-09,7.0,69.138
2021-11-09,10.0,89.607
2021-11-10,3.0,30.42
2021-11-10,5.0,51.374
2021-11-10,7.0,70.307
2021-11-10,10.0,90.711
2021-11-11,3.0,30.658
2021-11-11,10.0,90.881
2021-11-12,3.0,30.205
2021-11-12,5.0,50.776
2021-11-12,7.0,69.885
2021-11-12,10.0,90.75
2021-11-15,3.0,29.893
2021-11-15,5.0,50.764
2021-11-15,7.0,69.657
2021-11-15,10.0,90.564
2021-11-16,3.0,29.778
2021-11-16,5.0,50.638
2021-11-16,7.0,69.628
2021-11-16,10.0,90.37
2021-11-17,3.0,30.044
2021-11-17,5.0,50.973
2021-11-17,7.0,70.136
2021-11-17,10.0,90.721
2021-11-18,3.0,30.312
2021-11-18,5.0,51.085
2021-11-18,7.0,70.271
2021-11-18,10.0,90.93
2021-11-19,3.0,30.762
2021-11-19,5.0,51.76
2021-11-19,7.0,70.849
2021-11-19,10.0,91.366
2021-11-22,3.0,31.239
2021-11-22,5.0,52.671
2021-11-22,7.0,71.746
2021-11-22,10.0,92.124
2021-11-23,3.0,31.991
2021-11-23,5.0,53.01
2021-11-23,7.0,72.09
2021-11-23,10.0,92.896
2021-11-24,3.0,32.112
2021-11-24,5.0,53.02
2021-11-24,7.0,72.146
2021-11-24,10.0,93.076
2021-11-25,3.0,32.129
2021-11-25,7.0,71.956
2021-11-25,10.0,92.919
2021-11-26,3.0,35.812
2021-11-26,5.0,57.454
2021-11-26,7.0,75.11
2021-11-26,10.0,96.453
2021-11-29,3.0,34.617
2021-11-29,5.0,55.083
2021-11-29,7.0,73.493
2021-11-29,10.0,94.793
2021-11-30,3.0,36.223
2021-11-30,5.0,57.687
2021-11-30,7.0,75.476
2021-11-30,10.0,95.795
2021-12-01,3.0,37.024
2021-12-01,5.0,58.663
2021-12-01,7.0,76.189
2021-12-01,10.0,96.931
2021-12-02,3.0,36.516
2021-12-02,5.0,57.333
2021-12-02,7.0,75.635
2021-12-02,10.0,96.686
2021-12-03,3.0,36.942
2021-12-03,5.0,58.456
2021-12-03,7.0,76.95
2021-12-03,10.0,97.167
2021-12-06,3.0,35.141
2021-12-06,5.0,56.101
2021-12-06,7.0,74.799
2021-12-06,10.0,95.662
2021-12-07,3.0,33.467
2021-12-07,5.0,53.603
2021-12-07,7.0,72.456
2021-12-07,10.0,93.487
2021-12-08,3.0,33.225
2021-12-08,5.0,53.569
2021-12-08,7.0,72.596
2021-12-08,10.0,93.193
2021-12-09,3.0,33.137
2021-12-09,5.0,54.7
2021-12-09,7.0,73.677
2021-12-09,10.0,94.156
2021-12-10,3.0,32.202
2021-12-10,5.0,53.368
2021-12-10,7.0,72.362
2021-12-10,10.0,93.323
2021-12-13,3.0,32.163
2021-12-13,5.0,53.488
2021-12-13,7.0,72.663
2021-12-13,10.0,92.998
2021-12-14,3.0,32.734
2021-12-14,5.0,53.991
2021-12-14,7.0,73.258
2021-12-14,10.0,93.603
2021-12-15,3.0,31.643
2021-12-15,5.0,52.337
2021-12-15,7.0,71.3
2021-12-15,10.0,92.405
2021-12-16,3.0,31.843
2021-12-16,5.0,52.409
2021-12-16,7.0,71.387
2021-12-16,10.0,91.84
2021-12-17,3.0,31.545
2021-12-17,5.0,52.629
2021-12-17,7.0,72.003
2021-12-17,10.0,92.512
2021-12-20,3.0,31.95
2021-12-20,5.0,53.328
2021-12-20,7.0,72.567
2021-12-20,10.0,92.939
2021-12-21,3.0,30.743
2021-12-21,5.0,51.775
2021-12-21,7.0,71.006
2021-12-21,10.0,91.786
2021-12-22,3.0,30.198
2021-12-22,5.0,50.763
2021-12-22,7.0,70.105
2021-12-22,10.0,90.739
2021-12-23,3.0,29.223
2021-12-23,5.0,49.805
2021-12-23,7.0,69.136
2021-12-23,10.0,89.809
2021-12-24,3.0,29.074
2021-12-24,10.0,89.573
2021-12-27,3.0,28.459
2021-12-27,5.0,48.849
2021-12-27,7.0,68.081
2021-12-27,10.0,88.817
2021-12-28,3.0,28.47
2021-12-28,5.0,49.379
2021-12-28,7.0,68.72
2021-12-28,10.0,89.294
2021-12-29,3.0,28.483
2021-12-29,5.0,49.489
2021-12-29,7.0,68.698
2021-12-29,10.0,89.066
2021-12-30,3.0,28.697
2021-12-30,5.0,49.801
2021-12-30,7.0,68.969
2021-12-30,10.0,89.384
2021-12-31,3.0,28.591
2021-12-31,5.0,49.571
2021-12-31,7.0,68.546
2021-12-31,10.0,89.152
2022-01-03,3.0,28.476
2022-01-03,5.0,49.529
2022-01-03,7.0,68.588
2022-01-03,10.0,89.143
2022-01-04,3.0,28.487
2022-01-04,5.0,49.555
2022-01-04,7.0,68.762
2022-01-04,10.0,89.164
2022-01-05,3.0,30.173
2022-01-05,5.0,51.73
2022-01-05,7.0,70.856
2022-01-05,10.0,90.9
2022-01-06,3.0,30.417
2022-01-06,5.0,51.736
2022-01-06,7.0,70.928
2022-01-06,10.0,91.374
2022-01-07,3.0,31.219
2022-01-07,5.0,52.614
2022-01-07,7.0,71.684
2022-01-07,10.0,91.998
2022-01-10,3.0,31.782
2022-01-10,5.0,52.51
2022-01-10,7.0,71.585
2022-01-10,10.0,92.559
2022-01-11,3.0,30.605
2022-01-11,5.0,51.674
2022-01-11,7.0,70.594
2022-01-11,10.0,91.469
2022-01-12,3.0,30.09
2022-01-12,5.0,51.25
2022-01-12,7.0,70.394
2022-01-12,10.0,91.047
2022-01-13,3.0,31.484
2022-01-13,5.0,53.148
2022-01-13,7.0,72.205
2022-01-13,10.0,92.564
2022-01-14,3.0,32.006
2022-01-14,5.0,53.418
2022-01-14,7.0,72.72
2022-01-14,10.0,93.291
2022-01-17,3.0,32.061
2022-01-17,10.0,93.353
2022-01-18,3.0,33.054
2022-01-18,5.0,55.01
2022-01-18,7.0,74.355
2022-01-18,10.0,94.901
2022-01-19,3.0,33.763
2022-01-19,5.0,55.774
2022-01-19,7.0,74.947
2022-01-19,10.0,95.739
2022-01-20,3.0,34.584
2022-01-20,5.0,57.544
2022-01-20,7.0,76.435
2022-01-20,10.0,96.42
2022-01-21,3.0,35.508
2022-01-21,5.0,58.44
2022-01-21,7.0,77.585
2022-01-21,10.0,97.814
2022-01-24,3.0,35.614
2022-01-24,5.0,57.945
2022-01-24,7.0,77.005
2022-01-24,10.0,97.618
2022-01-25,3.0,36.253
2022-01-25,5.0,58.973
2022-01-25,7.0,78.332
2022-01-25,10.0,98.048
2022-01-26,3.0,36.364
2022-01-26,5.0,60.45
2022-01-26,7.0,79.655
2022-01-26,10.0,99.073
2022-01-27,3.0,38.364
2022-01-27,5.0,62.445
2022-01-27,7.0,80.734
2022-01-27,10.0,101.215
2022-01-28,3.0,39.263
2022-01-28,5.0,61.075
2022-01-28,7.0,79.202
2022-01-28,10.0,101.866
2022-01-31,3.0,37.792
2022-01-31,5.0,60.146
2022-01-31,7.0,77.891
2022-01-31,10.0,99.725
2022-02-01,3.0,36.292
2022-02-01,5.0,58.38
2022-02-01,7.0,76.584
2022-02-01,10.0,98.361
2022-02-02,3.0,36.342
2022-02-02,5.0,59.769
2022-02-02,7.0,78.886
2022-02-02,10.0,98.816
2022-02-03,3.0,38.962
2022-02-03,5.0,62.399
2022-02-03,7.0,81.629
2022-02-03,10.0,101.502
2022-02-04,3.0,40.106
2022-02-04,5.0,63.704
2022-02-04,7.0,82.452
2022-02-04,10.0,102.434
2022-02-07,3.0,40.241
2022-02-07,5.0,63.57
2022-02-07,7.0,82.481
2022-02-07,10.0,102.781
2022-02-08,3.0,39.808
2022-02-08,5.0,62.959
2022-02-08,7.0,81.93
2022-02-08,10.0,102.467
2022-02-09,3.0,38.737
2022-02-09,5.0,61.504
2022-02-09,7.0,80.642
2022-02-09,10.0,101.386
2022-02-10,3.0,40.587
2022-02-10,5.0,65.58
2022-02-10,7.0,84.763
2022-02-10,10.0,103.699
2022-02-11,3.0,42.796
2022-02-11,5.0,67.836
2022-02-11,7.0,87.09
2022-02-11,10.0,106.451
2022-02-14,3.0,43.506
2022-02-14,5.0,67.535
2022-02-14,7.0,86.675
2022-02-14,10.0,106.196
2022-02-15,3.0,41.878
2022-02-15,5.0,65.849
2022-02-15,7.0,84.86
2022-02-15,10.0,105.108
2022-02-16,3.0,41.56
2022-02-16,5.0,65.255
2022-02-16,7.0,84.546
2022-02-16,10.0,104.709
2022-02-17,3.0,42.689
2022-02-17,5.0,67.641
2022-02-17,7.0,87.113
2022-02-17,10.0,106.506
2022-02-18,3.0,44.09
2022-02-18,5.0,68.898
2022-02-18,7.0,88.116
2022-02-18,10.0,107.6
2022-02-21,3.0,44.19
2022-02-21,10.0,107.641
2022-02-22,3.0,44.496
2022-02-22,5.0,69.245
2022-02-22,7.0,88.437
2022-02-22,10.0,108.059
2022-02-23,3.0,45.464
2022-02-23,5.0,70.661
2022-02-23,7.0,89.743
2022-02-23,10.0,109.018
2022-02-24,3.0,44.058
2022-02-24,5.0,68.48
2022-02-24,7.0,88.196
2022-02-24,10.0,107.922
2022-02-25,3.0,41.941
2022-02-25,5.0,66.444
2022-02-25,7.0,86.439
2022-02-25,10.0,105.714
2022-02-28,3.0,42.524
2022-02-28,5.0,67.668
2022-02-28,7.0,87.11
2022-02-28,10.0,106.124
2022-03-01,3.0,46.04
2022-03-01,5.0,71.934
2022-03-01,7.0,90.363
2022-03-01,10.0,108.543
2022-03-02,3.0,45.314
2022-03-02,5.0,69.464
2022-03-02,7.0,88.106
2022-03-02,10.0,107.723
2022-03-03,3.0,46.129
2022-03-03,5.0,71.014
2022-03-03,7.0,89.299
2022-03-03,10.0,108.251
2022-03-04,3.0,49.958
2022-03-04,5.0,74.438
2022-03-04,7.0,91.957
2022-03-04,10.0,110.516
2022-03-07,3.0,53.886
2022-03-07,5.0,77.806
2022-03-07,7.0,94.071
2022-03-07,10.0,110.93
2022-03-08,3.0,55.487
2022-03-08,5.0,76.341
2022-03-08,7.0,92.621
2022-03-08,10.0,111.233
2022-03-09,3.0,50.993
2022-03-09,5.0,71.791
2022-03-09,7.0,90.003
2022-03-09,10.0,109.038
2022-03-10,3.0,51.003
2022-03-10,5.0,73.359
2022-03-10,7.0,91.438
2022-03-10,10.0,109.82
2022-03-11,3.0,52.016
2022-03-11,5.0,74.846
2022-03-11,7.0,93.532
2022-03-11,10.0,111.22
2022-03-14,3.0,52.919
2022-03-14,5.0,75.403
2022-03-14,7.0,94.313
2022-03-14,10.0,112.277
2022-03-15,3.0,50.97
2022-03-15,5.0,72.825
2022-03-15,7.0,91.65
2022-03-15,10.0,110.27
2022-03-16,3.0,44.942
2022-03-16,5.0,67.32
2022-03-16,7.0,87.147
2022-03-16,10.0,106.6
2022-03-17,3.0,44.085
2022-03-17,5.0,65.313
2022-03-17,7.0,83.86
2022-03-17,10.0,103.727
2022-03-18,3.0,41.957
2022-03-18,5.0,64.233
2022-03-18,7.0,83.208
2022-03-18,10.0,102.711
2022-03-21,3.0,47.859
2022-03-21,5.0,72.083
2022-03-21,7.0,90.578
2022-03-21,10.0,107.957
2022-03-22,3.0,45.605
2022-03-22,5.0,69.711
2022-03-22,7.0,88.968
2022-03-22,10.0,106.32
2022-03-23,3.0,47.727
2022-03-23,5.0,71.915
2022-03-23,7.0,90.815
2022-03-23,10.0,107.793
2022-03-24,3.0,48.266
2022-03-24,5.0,70.829
2022-03-24,7.0,89.73
2022-03-24,10.0,107.492
2022-03-25,3.0,49.193
2022-03-25,5.0,72.085
2022-03-25,7.0,90.47
2022-03-25,10.0,107.464
2022-03-28,3.0,48.144
2022-03-28,5.0,70.266
2022-03-28,7.0,89.237
2022-03-28,10.0,106.687
2022-03-29,3.0,44.481
2022-03-29,5.0,66.043
2022-03-29,7.0,84.669
2022-03-29,10.0,104.215
2022-03-30,3.0,44.468
2022-03-30,5.0,66.293
2022-03-30,7.0,85.588
2022-03-30,10.0,103.299
2022-03-31,3.0,44.157
2022-03-31,5.0,67.238
2022-03-31,7.0,86.141
2022-03-31,10.0,104.026
2022-04-01,3.0,43.75
2022-04-01,5.0,66.499
2022-04-01,7.0,84.987
2022-04-01,10.0,103.825
2022-04-04,3.0,41.304
2022-04-04,5.0,63.834
2022-04-04,7.0,82.76
2022-04-04,10.0,101.795
2022-04-05,3.0,42.747
2022-04-05,5.0,66.135
2022-04-05,7.0,85.227
2022-04-05,10.0,102.895
2022-04-06,3.0,44.479
2022-04-06,5.0,67.456
2022-04-06,7.0,86.435
2022-04-06,10.0,104.378
2022-04-07,3.0,45.207
2022-04-07,5.0,68.219
2022-04-07,7.0,87.099
2022-04-07,10.0,104.991
2022-04-08,3.0,46.916
2022-04-08,5.0,70.6
2022-04-08,7.0,89.264
2022-04-08,10.0,106.61
2022-04-11,3.0,49.625
2022-04-11,5.0,72.824
2022-04-11,7.0,91.407
2022-04-11,10.0,108.978
2022-04-12,3.0,49.877
2022-04-12,5.0,72.818
2022-04-12,7.0,91.653
2022-04-12,10.0,109.249
2022-04-13,3.0,49.555
2022-04-13,5.0,71.519
2022-04-13,7.0,90.796
2022-04-13,10.0,108.862
2022-04-14,3.0,49.741
2022-04-14,5.0,72.864
2022-04-14,7.0,91.639
2022-04-14,10.0,109.281
2022-04-15,3.0,49.852
2022-04-15,10.0,109.348
2022-04-18,3.0,50.858
2022-04-18,5.0,73.454
2022-04-18,7.0,92.485
2022-04-18,10.0,110.322
2022-04-19,3.0,51.227
2022-04-19,5.0,74.268
2022-04-19,7.0,92.864
2022-04-19,10.0,110.891
2022-04-20,3.0,50.383
2022-04-20,5.0,72.718
2022-04-20,7.0,91.67
2022-04-20,10.0,110.062
2022-04-21,3.0,52.355
2022-04-21,5.0,75.92
2022-04-21,7.0,94.53
2022-04-21,10.0,111.971
2022-04-22,3.0,55.45
2022-04-22,5.0,79.529
2022-04-22,7.0,98.217
2022-04-22,10.0,115.47
2022-04-25,3.0,54.623
2022-04-25,5.0,76.863
2022-04-25,7.0,95.565
2022-04-25,10.0,113.96
2022-04-26,3.0,57.108
2022-04-26,5.0,82.188
2022-04-26,7.0,100.394
2022-04-26,10.0,116.025
2022-04-27,3.0,59.259
2022-04-27,5.0,82
2022-04-27,7.0,100.17
2022-04-27,10.0,117.758
2022-04-28,3.0,58.75
2022-04-28,5.0,80.901
2022-04-28,7.0,98.826
2022-04-28,10.0,116.851
2022-04-29,3.0,60.731
2022-04-29,5.0,83.649
2022-04-29,7.0,101.245
2022-04-29,10.0,118.569
2022-05-02,3.0,61.109
2022-05-02,5.0,82.89
2022-05-02,7.0,101.172
2022-05-02,10.0,118.497
2022-05-03,3.0,59.068
2022-05-03,5.0,80.421
2022-05-03,7.0,99.071
2022-05-03,10.0,117.01
2022-05-04,3.0,57.909
2022-05-04,5.0,78.201
2022-05-04,7.0,97.189
2022-05-04,10.0,115.062
2022-05-05,3.0,59.554
2022-05-05,5.0,83.45
2022-05-05,7.0,101.884
2022-05-05,10.0,118.281
2022-05-06,3.0,63.294
2022-05-06,5.0,86.878
2022-05-06,7.0,104.481
2022-05-06,10.0,121.1
2022-05-09,3.0,66.243
2022-05-09,5.0,89.205
2022-05-09,7.0,105.948
2022-05-09,10.0,123.271
2022-05-10,3.0,64.735
2022-05-10,5.0,87.209
2022-05-10,7.0,104.704
2022-05-10,10.0,122.171
2022-05-11,3.0,64.915
2022-05-11,5.0,87.789
2022-05-11,7.0,105.057
2022-05-11,10.0,122.353
2022-05-12,3.0,64.701
2022-05-12,5.0,87.3
2022-05-12,7.0,104.461
2022-05-12,10.0,121.843
2022-05-13,3.0,63.238
2022-05-13,5.0,85.39
2022-05-13,7.0,102.407
2022-05-13,10.0,120.524
2022-05-16,3.0,63.242
2022-05-16,5.0,86.381
2022-05-16,7.0,103.577
2022-05-16,10.0,120.559
2022-05-17,3.0,61.876
2022-05-17,5.0,83.844
2022-05-17,7.0,101.581
2022-05-17,10.0,119.25
2022-05-18,3.0,66.513
2022-05-18,5.0,90.786
2022-05-18,7.0,108.056
2022-05-18,10.0,123.628
2022-05-19,3.0,67.535
2022-05-19,5.0,89.806
2022-05-19,7.0,107.271
2022-05-19,10.0,124.136
2022-05-20,3.0,68.225
2022-05-20,5.0,90.586
2022-05-20,7.0,108.484
2022-05-20,10.0,124.115
2022-05-23,3.0,66.097
2022-05-23,5.0,88.255
2022-05-23,7.0,106.295
2022-05-23,10.0,122.689
2022-05-24,3.0,64.698
2022-05-24,5.0,87.01
2022-05-24,7.0,104.651
2022-05-24,10.0,121.242
2022-05-25,3.0,60.967
2022-05-25,5.0,82.644
2022-05-25,7.0,100.924
2022-05-25,10.0,118.379
2022-05-26,3.0,58.243
2022-05-26,5.0,81.426
2022-05-26,7.0,99.472
2022-05-26,10.0,117.516
2022-05-27,3.0,56.067
2022-05-27,5.0,78.983
2022-05-27,7.0,97.317
2022-05-27,10.0,116.072
2022-05-30,3.0,55.692
2022-05-30,10.0,115.639
2022-05-31,3.0,56.249
2022-05-31,5.0,79.641
2022-05-31,7.0,98.287
2022-05-31,10.0,115.859
2022-06-01,3.0,57.101
2022-06-01,5.0,80.788
2022-06-01,7.0,99.359
2022-06-01,10.0,116.99
2022-06-02,3.0,56.668
2022-06-02,5.0,79.644
2022-06-02,7.0,98.497
2022-06-02,10.0,116.288
2022-06-03,3.0,57.847
2022-06-03,5.0,81.597
2022-06-03,7.0,100.438
2022-06-03,10.0,117.504
2022-06-06,3.0,58.056
2022-06-06,5.0,81.771
2022-06-06,7.0,100.693
2022-06-06,10.0,117.953
2022-06-07,3.0,58.14
2022-06-07,5.0,81.298
2022-06-07,7.0,100.348
2022-06-07,10.0,117.519
2022-06-08,3.0,59.649
2022-06-08,5.0,83.529
2022-06-08,7.0,102.387
2022-06-08,10.0,119.115
2022-06-09,3.0,63.286
2022-06-09,5.0,87.389
2022-06-09,7.0,105.607
2022-06-09,10.0,122.314
2022-06-10,3.0,67.59
2022-06-10,5.0,91.641
2022-06-10,7.0,109.962
2022-06-10,10.0,126.677
2022-06-13,3.0,73.891
2022-06-13,5.0,98.5
2022-06-13,7.0,116.496
2022-06-13,10.0,130.871
2022-06-14,3.0,75.836
2022-06-14,5.0,98.871
2022-06-14,7.0,116.832
2022-06-14,10.0,133.626
2022-06-15,3.0,72.521
2022-06-15,5.0,95.16
2022-06-15,7.0,113.73
2022-06-15,10.0,130.707
2022-06-16,3.0,78.052
2022-06-16,5.0,102.459
2022-06-16,7.0,120.834
2022-06-16,10.0,133.973
2022-06-17,3.0,77.607
2022-06-17,5.0,100.018
2022-06-17,7.0,118.512
2022-06-17,10.0,134.117
2022-06-20,3.0,77.418
2022-06-20,10.0,133.94
2022-06-21,3.0,74.493
2022-06-21,5.0,97.92
2022-06-21,7.0,116.427
2022-06-21,10.0,132.031
2022-06-22,3.0,76.289
2022-06-22,5.0,99.935
2022-06-22,7.0,118.144
2022-06-22,10.0,133.334
2022-06-23,3.0,75.929
2022-06-23,5.0,98.793
2022-06-23,7.0,117.596
2022-06-23,10.0,132.478
2022-06-24,3.0,71.691
2022-06-24,5.0,94.149
2022-06-24,7.0,113.205
2022-06-24,10.0,129.132
2022-06-27,3.0,71.753
2022-06-27,5.0,95.149
2022-06-27,7.0,113.317
2022-06-27,10.0,129.391
2022-06-28,3.0,75.427
2022-06-28,5.0,99.32
2022-06-28,7.0,116.888
2022-06-28,10.0,131.408
2022-06-29,3.0,76.651
2022-06-29,5.0,100.14
2022-06-29,7.0,118.151
2022-06-29,10.0,132.631
2022-06-30,3.0,77.936
2022-06-30,5.0,101.159
2022-06-30,7.0,119.159
2022-06-30,10.0,133.065
2022-07-01,3.0,77.966
2022-07-01,5.0,100.734
2022-07-01,7.0,118.642
2022-07-01,10.0,132.95
2022-07-04,3.0,78.112
2022-07-04,10.0,132.845
2022-07-05,3.0,76.437
2022-07-05,5.0,99.095
2022-07-05,7.0,117.848
2022-07-05,10.0,130.929
2022-07-06,3.0,75.385
2022-07-06,5.0,98.26
2022-07-06,7.0,116.64
2022-07-06,10.0,130.589
2022-07-07,3.0,70.724
2022-07-07,5.0,92.995
2022-07-07,7.0,111.162
2022-07-07,10.0,126.689
2022-07-08,3.0,68.928
2022-07-08,5.0,90.479
2022-07-08,7.0,109.022
2022-07-08,10.0,124.973
2022-07-11,3.0,69.32
2022-07-11,5.0,92.228
2022-07-11,7.0,110.648
2022-07-11,10.0,124.931
2022-07-12,3.0,68.146
2022-07-12,5.0,92.49
2022-07-12,7.0,110.889
2022-07-12,10.0,125.284
2022-07-13,3.0,70.511
2022-07-13,5.0,94
2022-07-13,7.0,112.377
2022-07-13,10.0,126.445
2022-07-14,3.0,70.993
2022-07-14,5.0,94.687
2022-07-14,7.0,113.572
2022-07-14,10.0,127.412
2022-07-15,3.0,68.227
2022-07-15,5.0,90.53
2022-07-15,7.0,109.749
2022-07-15,10.0,124.637
2022-07-18,3.0,67.581
2022-07-18,5.0,91.288
2022-07-18,7.0,109.389
2022-07-18,10.0,124.643
2022-07-19,3.0,64.286
2022-07-19,5.0,85.743
2022-07-19,7.0,105.707
2022-07-19,10.0,122.269
2022-07-20,3.0,61.15
2022-07-20,5.0,84.691
2022-07-20,7.0,104.373
2022-07-20,10.0,120.26
2022-07-21,3.0,59.878
2022-07-21,5.0,83.78
2022-07-21,7.0,103.524
2022-07-21,10.0,118.659
2022-07-22,3.0,61.838
2022-07-22,5.0,86.015
2022-07-22,7.0,105.709
2022-07-22,10.0,121.004
2022-07-25,3.0,61.709
2022-07-25,5.0,85.765
2022-07-25,7.0,105.76
2022-07-25,10.0,120.923
2022-07-26,3.0,63.272
2022-07-26,5.0,87.235
2022-07-26,7.0,107.492
2022-07-26,10.0,122.08
2022-07-27,3.0,60.345
2022-07-27,5.0,83.389
2022-07-27,7.0,103.783
2022-07-27,10.0,119.894
2022-07-28,3.0,57.902
2022-07-28,5.0,80.559
2022-07-28,7.0,101.237
2022-07-28,10.0,117.892
2022-07-29,3.0,56.473
2022-07-29,5.0,80.434
2022-07-29,7.0,100.682
2022-07-29,10.0,116.264
2022-08-01,3.0,58.022
2022-08-01,5.0,82.361
2022-08-01,7.0,102.534
2022-08-01,10.0,117.726
2022-08-02,3.0,60.035
2022-08-02,5.0,84.615
2022-08-02,7.0,104.503
2022-08-02,10.0,119.602
2022-08-03,3.0,58.272
2022-08-03,5.0,81.4
2022-08-03,7.0,101.835
2022-08-03,10.0,117.822
2022-08-04,3.0,56.677
2022-08-04,5.0,80.913
2022-08-04,7.0,101.007
2022-08-04,10.0,116.499
2022-08-05,3.0,56.692
2022-08-05,5.0,80.65
2022-08-05,7.0,101.175
2022-08-05,10.0,116.522
2022-08-08,3.0,56.74
2022-08-08,5.0,80.935
2022-08-08,7.0,101.157
2022-08-08,10.0,117.043
2022-08-09,3.0,58.441
2022-08-09,5.0,83.03
2022-08-09,7.0,103.287
2022-08-09,10.0,118.425
2022-08-10,3.0,54.079
2022-08-10,5.0,76.308
2022-08-10,7.0,97.629
2022-08-10,10.0,114.775
2022-08-11,3.0,53.487
2022-08-11,5.0,77.484
2022-08-11,7.0,97.663
2022-08-11,10.0,114.03
2022-08-12,3.0,51.435
2022-08-12,5.0,73.539
2022-08-12,7.0,95.034
2022-08-12,10.0,111.688
2022-08-15,3.0,50.504
2022-08-15,5.0,74.323
2022-08-15,7.0,95.158
2022-08-15,10.0,111.606
2022-08-16,3.0,56.643
2022-08-16,5.0,75.829
2022-08-16,7.0,96.771
2022-08-16,10.0,113.124
2022-08-17,3.0,52.944
2022-08-17,5.0,78.169
2022-08-17,7.0,98.888
2022-08-17,10.0,114.674
2022-08-18,3.0,53.237
2022-08-18,5.0,77.28
2022-08-18,7.0,98.03
2022-08-18,10.0,114.456
2022-08-19,3.0,55.668
2022-08-19,5.0,81.016
2022-08-19,7.0,101.546
2022-08-19,10.0,117.139
2022-08-22,3.0,58.983
2022-08-22,5.0,84.443
2022-08-22,7.0,105.133
2022-08-22,10.0,120.349
2022-08-23,3.0,60.097
2022-08-23,5.0,84.691
2022-08-23,7.0,105.1
2022-08-23,10.0,121.058
2022-08-24,3.0,58.794
2022-08-24,5.0,82.695
2022-08-24,7.0,103.56
2022-08-24,10.0,119.792
2022-08-25,3.0,57.166
2022-08-25,5.0,80.873
2022-08-25,7.0,101.653
2022-08-25,10.0,118.032
2022-08-26,3.0,60.254
2022-08-26,5.0,86.01
2022-08-26,7.0,106.197
2022-08-26,10.0,121.117
2022-08-29,3.0,63.246
2022-08-29,5.0,88.255
2022-08-29,7.0,108.613
2022-08-29,10.0,123.755
2022-08-30,3.0,65.59
2022-08-30,5.0,91.119
2022-08-30,7.0,111.386
2022-08-30,10.0,126.441
2022-08-31,3.0,67.395
2022-08-31,5.0,92.37
2022-08-31,7.0,112.838
2022-08-31,10.0,127.815
2022-09-01,3.0,66.552
2022-09-01,5.0,90.4
2022-09-01,7.0,110.975
2022-09-01,10.0,126.769
2022-09-02,3.0,67.042
2022-09-02,5.0,91.966
2022-09-02,7.0,112.584
2022-09-02,10.0,127.381
2022-09-05,3.0,67.647
2022-09-05,10.0,127.727
2022-09-06,3.0,66.15
2022-09-06,5.0,91.029
2022-09-06,7.0,111.524
2022-09-06,10.0,126.94
2022-09-07,3.0,61.399
2022-09-07,5.0,85.496
2022-09-07,7.0,106.289
2022-09-07,10.0,122.544
2022-09-08,3.0,58.981
2022-09-08,5.0,83.72
2022-09-08,7.0,104.249
2022-09-08,10.0,120.227
2022-09-09,3.0,56.117
2022-09-09,5.0,80.98
2022-09-09,7.0,101.573
2022-09-09,10.0,117.84
2022-09-12,3.0,54.092
2022-09-12,5.0,79.148
2022-09-12,7.0,99.85
2022-09-12,10.0,116.019
2022-09-13,3.0,59.963
2022-09-13,5.0,85.991
2022-09-13,7.0,106.399
2022-09-13,10.0,120.823
2022-09-14,3.0,60.172
2022-09-14,5.0,85.258
2022-09-14,7.0,105.728
2022-09-14,10.0,121.007
2022-09-15,3.0,62.746
2022-09-15,5.0,89.239
2022-09-15,7.0,109.653
2022-09-15,10.0,123.779
2022-09-16,3.0,63.776
2022-09-16,5.0,89.17
2022-09-16,7.0,109.771
2022-09-16,10.0,124.382
2022-09-19,3.0,62.28
2022-09-19,5.0,86.798
2022-09-19,7.0,107.277
2022-09-19,10.0,122.61
2022-09-20,3.0,73.835
2022-09-20,5.0,98.471
2022-09-20,7.0,116.624
2022-09-20,10.0,130.447
2022-09-21,3.0,75.764
2022-09-21,5.0,100.584
2022-09-21,7.0,118.808
2022-09-21,10.0,131.957
2022-09-22,3.0,77.491
2022-09-22,5.0,102.421
2022-09-22,7.0,120.513
2022-09-22,10.0,133.976
2022-09-23,3.0,80.676
2022-09-23,5.0,105.909
2022-09-23,7.0,123.577
2022-09-23,10.0,136.22
2022-09-26,3.0,85.016
2022-09-26,5.0,109.693
2022-09-26,7.0,126.41
2022-09-26,10.0,139.301
2022-09-27,3.0,86.087
2022-09-27,5.0,111.153
2022-09-27,7.0,128.141
2022-09-27,10.0,140.828
2022-09-28,3.0,84.644
2022-09-28,5.0,106.114
2022-09-28,7.0,122.882
2022-09-28,10.0,138.117
2022-09-29,3.0,83.538
2022-09-29,5.0,107.335
2022-09-29,7.0,124.698
2022-09-29,10.0,137.765
2022-09-30,3.0,83.898
2022-09-30,5.0,108.024
